url,venue_name,phone,venue_highlights,guest_capacity,address
https://www.wedding-spot.com/venue/13678/lagrande-park-pavilion/,LaGrande Park Pavilion,908-370-7092,Valet parking,60,170 La Grande Aveue
https://www.wedding-spot.com/venue/7225/nautical-holidays-atlantis/,Nautical Holidays: Atlantis,203-637-0270,"Indoor and outdoor spaces, Rentals included, Valet parking",150,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/9156/mount-eden-retreat/,Mount Eden Retreat,973-998-1749,"Indoor and outdoor spaces, BYO, Valet parking",150,56 Mill Pond Road
https://www.wedding-spot.com/venue/682/preakness-hills-country-club/,Preakness Hills Country Club,973-694-2200,"Award winner, Indoor and outdoor spaces, Upgraded rentals included",280,1050 Ratzer Road
https://www.wedding-spot.com/venue/1032/stem-building/,STEM Building,908-737-4730,"BYO, Valet parking",200,1075 Morris Avenue
https://www.wedding-spot.com/venue/2152/stanton-ridge-country-club/,Stanton Ridge Country Club,908-534-1234 ext. 319,"Indoor and outdoor spaces, Rentals included, Valet parking",150,25 Clubhouse Drive
https://www.wedding-spot.com/venue/929/farmstead-golf-and-country-club/,Farmstead Golf and Country Club,973-383-1666 ext. 102,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",180,88 Germany Flats Road
https://www.wedding-spot.com/venue/4758/fiesta-banquets/,Fiesta Banquets,201-939-5409,"Upgraded rentals included, Rentals included, Valet parking",400,255 NJ-17
https://www.wedding-spot.com/venue/9744/white-meadow-lake-country-club/,White Meadow Lake Country Club,973-627-5300,Indoor and outdoor spaces,220,00 White Meadow Road
https://www.wedding-spot.com/venue/14467/montclair-wedding-sanctuary/,Montclair Wedding Sanctuary,973-264-9452,"Indoor and outdoor spaces, Valet parking",750,40 South Fullerton Avenue
https://www.wedding-spot.com/venue/3971/marriott-saddle-brook/,Marriott Saddle Brook,,"Accommodation offered, Upgraded rentals included, Rentals included",450,138 New Pehle Avenue
https://www.wedding-spot.com/venue/676/newark-liberty-international-airport-marriott/,Newark Liberty International Airport Marriott,973-504-6184,"Rentals included, Valet parking",600,1 Hotel Road
https://www.wedding-spot.com/venue/12641/doubletree-by-hilton-newark-airport/,DoubleTree by Hilton Newark Airport,973-690-5500,Valet parking,500,128 Frontage Road
https://www.wedding-spot.com/venue/13596/breezy-hill-inn/,Breezy Hill Inn,845-254-5615,"Indoor and outdoor spaces, BYO, Upgraded rentals included",20,835 Breezy Hill Road
https://www.wedding-spot.com/venue/13210/wingate-barn/,Wingate Barn,585-738-6372,"Indoor and outdoor spaces, BYO, Valet parking",200,6679 Big Tree Road
https://www.wedding-spot.com/venue/11569/peaceful-pines-b-b/,Peaceful Pines B&B,315-382-4034,BYO,250,6125 Briggs Road
https://www.wedding-spot.com/venue/9621/depe-dene-resort/,Depe Dene Resort,518-668-2788,BYO,300,3494 Lake Shore Drive
https://www.wedding-spot.com/venue/9999/the-fern-lodge/,The Fern Lodge,518-494-7238,Indoor and outdoor spaces,20,46 Fiddlehead Bay Road
https://www.wedding-spot.com/venue/15058/hasbrouck-house-ny/,Hasbrouck House (NY),845-687-0736,"Indoor and outdoor spaces, Rentals included, Valet parking",150,3805 US-209
https://www.wedding-spot.com/venue/5155/buffalo-niagara-heritage-village/,Buffalo Niagara Heritage Village,716-689-1440,"Indoor and outdoor spaces, BYO, Valet parking",200,3755 Tonawanda Creek Road
https://www.wedding-spot.com/venue/659/whitby-castle/,Whitby Castle,,"Award winner, Indoor and outdoor spaces, Rentals included",220,330 Boston Post Road
https://www.wedding-spot.com/venue/1329/the-inns-of-aurora/,The Inns of Aurora,315-364-8892,"Indoor and outdoor spaces, Valet parking",200,391 Main Street
https://www.wedding-spot.com/venue/13567/bayside-historical-society/,Bayside Historical Society,718-352-1548,"Indoor and outdoor spaces, BYO, Valet parking",150,208 Totten Avenue
https://www.wedding-spot.com/venue/15234/treleaven-wines/,Treleaven Wines,,,130,658 Lake Road
https://www.wedding-spot.com/venue/9992/the-powelton-club/,The Powelton Club,845-561-4481 ext. 10,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included",120,29 Balmville Road
https://www.wedding-spot.com/venue/9690/barcelona-lakeside/,Barcelona Lakeside,716-326-3756,BYO,25,8223 East Lake Road
https://www.wedding-spot.com/venue/1936/rustic-orchard-barn/,Rustic Orchard Barn,518-929-7801,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,Private Estate
https://www.wedding-spot.com/venue/283/trump-national-golf-club-new-york/,Trump National Golf Club New York,,"Rentals included, Valet parking",500,339 Pine Road
https://www.wedding-spot.com/venue/1816/queens-zoo/,Queens Zoo,718-741-3836,"BYO, Valet parking",200,53-51 111th Street
https://www.wedding-spot.com/venue/15120/marina-del-rey/,Marina Del Rey,718-931-6500,"Indoor and outdoor spaces, Rentals included, Valet parking",700,1 Marina Dr.
https://www.wedding-spot.com/venue/13695/country-suite-bed-breakfast/,Country Suite Bed & Breakfast,518-734-4079,"Indoor and outdoor spaces, BYO, Valet parking",500,11365 NY-23
https://www.wedding-spot.com/venue/2530/the-1850-house-inn-tavern/,The 1850 House Inn & Tavern,845-658-7800,Valet parking,100,435 Main Stree
https://www.wedding-spot.com/venue/13619/the-chapel-restoration/,The Chapel Restoration,914-772-2575,Valet parking,100,45 Market Street
https://www.wedding-spot.com/venue/13292/hurd-orchards/,Hurd Orchards,585-978-4491,"Indoor and outdoor spaces, BYO, Valet parking",150,17260 West Ridge Road
https://www.wedding-spot.com/venue/9252/mirbeau-inn-spa/,Mirbeau Inn & Spa,315-217-4137,"Rentals included, Valet parking",80,851 West Genesee Street Road
https://www.wedding-spot.com/venue/9366/sherwood-inn/,Sherwood Inn,315-685-8981 ext. 225,"Indoor and outdoor spaces, Valet parking",180,26 West Genesee Street
https://www.wedding-spot.com/venue/9212/the-waterfall-mountain-houses/,The Waterfall & Mountain Houses,516-984-1343,"BYO, Valet parking",150,59 Burnett Road
https://www.wedding-spot.com/venue/5538/mansion-on-delaware-avenue/,Mansion on Delaware Avenue,716-886-3300 ext. 572,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Upgraded rentals included",168,414 Delaware Avenue
https://www.wedding-spot.com/venue/9319/the-arkell-museum/,The Arkell Museum,518-673-2314,"Indoor and outdoor spaces, BYO, Valet parking",160,2 Erie Boulevard
https://www.wedding-spot.com/venue/9357/clayton-opera-house/,Clayton Opera House,315-686-6025,BYO,350,403 Riverside Drive
https://www.wedding-spot.com/venue/9968/bridgehampton-tennis-surf-club/,Bridgehampton Tennis & Surf Club,212-883-0606,"Indoor and outdoor spaces, Upgraded rentals included",240,231 Mid Ocean Drive
https://www.wedding-spot.com/venue/18200/blue-pearl/,Blue Pearl,718-727-0303,Valet parking,160,37 Navy Pier Ct.
https://www.wedding-spot.com/venue/1702/the-historic-thayer-hotel-at-west-point/,The Historic Thayer Hotel at West Point,845-446-4731 ext. 7955,"Indoor and outdoor spaces, Rentals included, Valet parking",220,674 Thayer Road
https://www.wedding-spot.com/venue/18199/the-otesaga-resort-hotel/,The Otesaga Resort Hotel,518-832-3197,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",300,60 Lake Street
https://www.wedding-spot.com/venue/1847/greek-peak-mountain-resort/,Greek Peak Mountain Resort,844-846-9575,"Indoor and outdoor spaces, Rentals included",280,2000 New York 392
https://www.wedding-spot.com/venue/9249/woodcliff-hotel-spa/,Woodcliff Hotel & Spa,,"Rehearsal dinner and bridal shower, Accommodation offered, Indoor and outdoor spaces",400,199 Woodcliff Drive
https://www.wedding-spot.com/venue/3073/kolo-klub/,Kolo Klub,,"Upgraded rentals included, Valet parking",130,1422 Grand Street
https://www.wedding-spot.com/venue/1218/montclair-art-museum/,Montclair Art Museum,973-259-5112,"Indoor and outdoor spaces, BYO, Valet parking",200,3 South Mountain Avenue
https://www.wedding-spot.com/venue/14106/altamura-center-for-the-arts/,Altamura Center For The Arts,201-863-8724,"Indoor and outdoor spaces, BYO, Valet parking",150,404 Winter Clove Road
https://www.wedding-spot.com/venue/12773/view-arts-center/,View Arts Center,315-369-6411,"Indoor and outdoor spaces, Valet parking",240,3273 NY-28
https://www.wedding-spot.com/venue/2825/the-golf-club-at-blue-heron-hills/,The Golf Club at Blue Heron Hills,315-986-5888,"Indoor and outdoor spaces, Valet parking",250,1 Country Club Drive
https://www.wedding-spot.com/venue/13560/hyde-hall-historic-mansion/,Hyde Hall Historic Mansion,,"BYO, Valet parking",200,267 Glimmerglass State Park
https://www.wedding-spot.com/venue/13226/the-mansion-of-saratoga/,The Mansion of Saratoga,518-885-1607,"Indoor and outdoor spaces, Rentals included, Valet parking",150,801 Route 29
https://www.wedding-spot.com/venue/5153/palace-theatre/,Palace Theatre,518-465-3335 ext. 109,"BYO, Valet parking",250,19 Clinton Ave
https://www.wedding-spot.com/venue/6214/chic-design-events/,Chic Design Events,914-236-4505,"Indoor and outdoor spaces, Upgraded rentals included, Valet parking",70,525 North Barry Avenue
https://www.wedding-spot.com/venue/13835/genesee-valley-club/,Genesee Valley Club,585-271-1010 ext. 161,"Indoor and outdoor spaces, Valet parking",400,421 East Avenue
https://www.wedding-spot.com/venue/11624/4-h-camp-bristol-hills/,4-H Camp Bristol Hills,585-394-3977 ext. 407,"Indoor and outdoor spaces, Valet parking",225,480 North Main Street
https://www.wedding-spot.com/venue/13795/the-atrium-at-richs/,The Atrium at Rich's,716-878-8693,"Rentals included, Valet parking",350,1 Robert Rich Way
https://www.wedding-spot.com/venue/1610/chateau-briand/,Chateau Briand,516-334-6125,"Award winner, Indoor and outdoor spaces, Rentals included",420,440 Old Country Road
https://www.wedding-spot.com/venue/13601/niagara-crossing-hotel-spa/,Niagara Crossing Hotel & Spa,716-754-9070,"Indoor and outdoor spaces, Rentals included, Valet parking",200,100 Center Street
https://www.wedding-spot.com/venue/11660/rochester-wedding-barn-event-venue/,Rochester Wedding Barn & Event Venue,585-509-3939,"Indoor and outdoor spaces, BYO, Valet parking",150,7272 West Henrietta Road
https://www.wedding-spot.com/venue/5534/white-eagle-banquet-conference-center/,White Eagle Banquet & Conference Center,315-824-2002,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2910 Lake Moraine Road
https://www.wedding-spot.com/venue/5561/harness-racing-museum-hall-of-fame/,Harness Racing Museum & Hall of Fame,845-294-6330,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,240 Main Street
https://www.wedding-spot.com/venue/272/hayloft-on-the-arch/,Hayloft on the Arch,315-761-7695,"Indoor and outdoor spaces, Valet parking",300,5742 Norton Road
https://www.wedding-spot.com/venue/13637/r-r-dude-ranch-bed-breakfast/,R&R Dude Ranch  Bed & Breakfast,716-257-5663,"Indoor and outdoor spaces, BYO, Valet parking",400,8940 Lange Road
https://www.wedding-spot.com/venue/11082/acqua-banquets/,Acqua Banquets,716-874-5400,"Indoor and outdoor spaces, Upgraded rentals included",300,2192 Niagara Street
https://www.wedding-spot.com/venue/11794/the-treman-center/,The Treman Center,607-351-8827,"Indoor and outdoor spaces, BYO",150,95 Hines Road
https://www.wedding-spot.com/venue/13796/the-rapids-theatre/,The Rapids Theatre,716-205-8925 ext. 203,Valet parking,250,1711 Main Street
https://www.wedding-spot.com/venue/9211/the-coddington-guest-house/,The Coddington Guest House,607-275-0021,"Indoor and outdoor spaces, BYO, Valet parking",50,130 Coddington Road
https://www.wedding-spot.com/venue/17303/the-kartrite-hotel-indoor-waterpark/,The Kartrite Hotel & Indoor Waterpark,,BYO,500,555 Resorts World Drive
https://www.wedding-spot.com/venue/11591/the-rhinecliff/,The Rhinecliff,845-876-0590 ext. 0,"Indoor and outdoor spaces, Rentals included, Valet parking",120,4 Grinnell Street
https://www.wedding-spot.com/venue/14651/gore-mountain/,Gore Mountain,518-251-4850,"Indoor and outdoor spaces, Valet parking",250,793 Peaceful Valley Road
https://www.wedding-spot.com/venue/1940/maple-grove-barn/,Maple Grove Barn,518-929-7801,"Indoor and outdoor spaces, BYO, Valet parking",100,Private Estate
https://www.wedding-spot.com/venue/254/memorial-art-gallery/,Memorial Art Gallery,585-276-8949,"Rentals included, Valet parking",225,500 University Avenue
https://www.wedding-spot.com/venue/11589/sterling-renaissance-festival/,Sterling Renaissance Festival,315-947-5782,Upgraded rentals included,43,15385 Farden Road
https://www.wedding-spot.com/venue/1647/yachts-for-all-seasons-skyline-princess/,Yachts For All Seasons: Skyline Princess,212-534-6380,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1 World's Fair Marina
https://www.wedding-spot.com/venue/13790/pelham-country-club/,Pelham Country Club,914-738-2730 ext. 229,"Rentals included, Valet parking",225,940 Wynnewood Road
https://www.wedding-spot.com/venue/5540/watkins-glen-harbor-hotel/,Watkins Glen Harbor Hotel,607-535-6116,"Indoor and outdoor spaces, Rentals included, Valet parking",250,16 North Franklin Street
https://www.wedding-spot.com/venue/14729/a-tiny-house-resort/,A Tiny House Resort,518-622-2626,"Indoor and outdoor spaces, BYO, Valet parking",400,2776 Route 23b
https://www.wedding-spot.com/venue/14629/illium-bistro-at-pinehaven-country-club/,Illium Bistro at Pinehaven Country Club,518-805-1122,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1151 Siver Road
https://www.wedding-spot.com/venue/13562/ridgemont-country-club/,Ridgemont Country Club,585-225-7650 ext. 101,"Indoor and outdoor spaces, Rentals included, Valet parking",225,3717 West Ridge Road
https://www.wedding-spot.com/venue/12725/historic-dunkirk-lighthouse/,Historic Dunkirk Lighthouse,716-366-5050,"BYO, Valet parking",250,1 Lighthouse Point Drive
https://www.wedding-spot.com/venue/9864/north-sea-tavern/,North Sea Tavern,631-353-3322,"Indoor and outdoor spaces, Rentals included",175,1271 North Sea Road
https://www.wedding-spot.com/venue/11170/rochester-brainery/,Rochester Brainery,585-730-7034,BYO,60,176 Anderson Avenue F109
https://www.wedding-spot.com/venue/13580/angelos-677-prime/,Angelo's 677 Prime,518-427-7463,"Rentals included, Valet parking",150,677 Broadway
https://www.wedding-spot.com/venue/9290/woodmont-day-camp/,Woodmont Day Camp,845-638-0700,"Indoor and outdoor spaces, Valet parking",600,420 Phillips Hill Road
https://www.wedding-spot.com/venue/5040/the-lux-hotel-conference-center-ascend-hotel-collection/,"The Lux Hotel & Conference Center, Ascend Hotel Collection",315-539-5011,Indoor and outdoor spaces,250,2468 Ny State Rt. 414
https://www.wedding-spot.com/venue/17138/the-westin-new-york-grand-central-newly-renovated/,The Westin New York Grand Central (Newly Renovated),212-405-4208,"Indoor and outdoor spaces, BYO",500,212 E 42nd Street
https://www.wedding-spot.com/venue/5358/buffalo-and-erie-county-botanical-gardens/,Buffalo and Erie County Botanical Gardens,716-827-1584 ext. 220,"Indoor and outdoor spaces, BYO, Valet parking",250,2655 South Park Avenue
https://www.wedding-spot.com/venue/13143/the-adirondack-room-at-mos/,The Adirondack Room at Mo's,518-483-3740,"Rentals included, Valet parking",225,3357 State Route 11
https://www.wedding-spot.com/venue/5074/best-western-university-inn/,Best Western University Inn,315-714-2641,Valet parking,200,90 East Main Street
https://www.wedding-spot.com/venue/9250/utica-zoo/,Utica Zoo,315-738-0472 ext. 22,"BYO, Valet parking",250,1 Utica Zoo Way
https://www.wedding-spot.com/venue/5224/ramada-watertown/,Ramada Watertown,315-788-0700,"Indoor and outdoor spaces, Rentals included, Valet parking",500,6300 Arsenal Street
https://www.wedding-spot.com/venue/9860/valentinos-banquet-hall/,Valentino's Banquet Hall,315-737-9506,Rentals included,350,3899 Oneida Street
https://www.wedding-spot.com/venue/5361/hilton-garden-inn-buffalo-airport/,Hilton Garden Inn Buffalo-Airport,716-565-0040,"Indoor and outdoor spaces, Rentals included, Valet parking",200,4201 Genesee Street
https://www.wedding-spot.com/venue/9859/the-west-nyack-levity-live/,The West Nyack Levity Live,845-337-2200,,400,"4210 Palisades Center Drive, Suite A - 401"
https://www.wedding-spot.com/venue/15228/mohawk-golf-club/,Mohawk Golf Club,,Indoor and outdoor spaces,150,1849 Union Street
https://www.wedding-spot.com/venue/9351/vernon-downs-casino-hotel/,Vernon Downs Casino & Hotel,,"Indoor and outdoor spaces, Rentals included, Valet parking",400,4229 Stuhlman Road
https://www.wedding-spot.com/venue/10223/campagna-restaurant/,Campagna Restaurant,518-289-5693,"Upgraded rentals included, Valet parking",90,2452 State Route 9
https://www.wedding-spot.com/venue/9381/camp-eagle-hill/,Camp Eagle Hill,914-725-4876,"Indoor and outdoor spaces, Valet parking",500,230 White Oak Road
https://www.wedding-spot.com/venue/9151/1000-islands-harbor-hotel/,1000 Islands Harbor Hotel,315-686-1100,"Indoor and outdoor spaces, Rentals included",250,200 Riverside Drive
https://www.wedding-spot.com/venue/14636/log-country-inn/,Log Country Inn,607-589-4771,"BYO, Valet parking",40,4 Larue Road
https://www.wedding-spot.com/venue/1620/the-bronx-museum-of-the-arts/,The Bronx Museum of the Arts,718-681-6000,"BYO, Valet parking",200,1040 Grand Concourse
https://www.wedding-spot.com/venue/13629/quality-hotel-suites-at-the-falls/,Quality Hotel & Suites (at The Falls),716-299-0251,Valet parking,200,240 1st Street
https://www.wedding-spot.com/venue/11788/antique-boat-museum/,Antique Boat Museum,315-686-4104 ext. 234,"BYO, Valet parking",225,750 Mary Street
https://www.wedding-spot.com/venue/5056/excelsior-springs/,Excelsior Springs,,"Indoor and outdoor spaces, Rentals included, Valet parking",220,47 Excelsior Avenue
https://www.wedding-spot.com/venue/10096/tumblin-falls-house/,Tumblin' Falls House,518-622-3981,BYO,80,44 Falls View Lane
https://www.wedding-spot.com/venue/5505/universal-preservation-hall/,Universal Preservation Hall,518-584-2627,,230,25 Washington Street
https://www.wedding-spot.com/venue/1937/riverview-manor/,Riverview Manor,518-929-7801,"BYO, Valet parking",150,Private Estate
https://www.wedding-spot.com/venue/4653/emerson-park-pavilion/,Emerson Park Pavilion,607-882-9609,"Indoor and outdoor spaces, Rentals included, Valet parking",400,6914 East Lake Road
https://www.wedding-spot.com/venue/1637/novellas-new-paltz/,Novellas New Paltz,845-255-2122,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2 Terwilliger Lane
https://www.wedding-spot.com/venue/13726/limoncello-at-the-orange-inn/,Limoncello At The Orange Inn,845-294-1880,"Rentals included, Valet parking",110,159 Main Street
https://www.wedding-spot.com/venue/14639/yale-manor-at-copper-beeches/,Yale Manor at Copper Beeches,315-585-0053,"BYO, Valet parking",100,563 Yale Farm Road
https://www.wedding-spot.com/venue/13751/hotel-saranac/,Hotel Saranac,607-321-3258,"Indoor and outdoor spaces, Rentals included, Valet parking",182,100 Main Street
https://www.wedding-spot.com/venue/11893/adria-hotel-and-conference-center/,Adria Hotel And Conference Center,516-773-2000,"Rentals included, Valet parking",240,221-17 Northern Boulevard
https://www.wedding-spot.com/venue/13554/the-craftsmann-inn-conference-center/,The Craftsmann Inn & Conference Center,,"Rentals included, Valet parking",200,7300 E Genesee Street
https://www.wedding-spot.com/venue/12580/east-avenue-inn-suites/,East Avenue Inn & Suites,585-325-5010,"BYO, Valet parking",50,384 East Avenue
https://www.wedding-spot.com/venue/13798/buffalo-museum-of-science/,Buffalo Museum of Science,716-896-5200 ext. 359,Valet parking,300,1020 Humboldt Parkway
https://www.wedding-spot.com/venue/11656/howe-caverns/,Howe Caverns,518-296-8900 ext. 350,Indoor and outdoor spaces,250,255 Discovery Drive
https://www.wedding-spot.com/venue/14704/brookwood-camps/,Brookwood Camps,516-764-2112,"Indoor and outdoor spaces, Rentals included, Valet parking",250,574 Proctor Road
https://www.wedding-spot.com/venue/9768/chautauqua-suites-meeting-expo-center/,"Chautauqua Suites, Meeting & Expo Center",716-269-7829 ext. 402,"Indoor and outdoor spaces, Rentals included",600,215 West Lake Road
https://www.wedding-spot.com/venue/1688/catskill-view/,Catskill View,518-592-1135,"BYO, Valet parking",300,76 Catskill View Road
https://www.wedding-spot.com/venue/9745/whiteface-mountain/,Whiteface Mountain,518-946-8414,Indoor and outdoor spaces,300,5021 Route 86
https://www.wedding-spot.com/venue/3383/above/,Above,718-477-2400 ext. 5,"Indoor and outdoor spaces, Rentals included, Valet parking",300,1100 South Avenue
https://www.wedding-spot.com/venue/1766/lake-george-waterfront-cruises/,Lake George Waterfront Cruises,518-668-4644 ext. 101,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2 Kurosaka Lane
https://www.wedding-spot.com/venue/1138/plattekill-mountain/,Plattekill Mountain,607-326-3500,"Indoor and outdoor spaces, Upgraded rentals included, Valet parking",150,469 Plattekill Road
https://www.wedding-spot.com/venue/5157/la-galleria-banquets-not-taking-any-bookings-as-it-is-under-maintenance/,La Galleria Banquets(Not taking any bookings as it is under Maintenance),716-648-4880,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",250,3923 Southwestern Boulevard
https://www.wedding-spot.com/venue/1969/41-lakefront-hotel-trademark-collection-by-wyndham/,"41 Lakefront Hotel, Trademark Collection By Wyndham",315-789-0400 ext. 2101,"Indoor and outdoor spaces, Rentals included, Valet parking",200,41 Lakefront Drive
https://www.wedding-spot.com/venue/5617/castel-grisch-winery/,Castel Grisch Winery,607-535-9614,"Award winner, Indoor and outdoor spaces, Valet parking",300,3380 Co Rte 28
https://www.wedding-spot.com/venue/1354/top-of-the-falls-restaurant/,Top of the Falls Restaurant,716-278-0348,"Award winner, Indoor and outdoor spaces, Rentals included",80,Goat Island
https://www.wedding-spot.com/venue/5359/tonawanda-castle/,Tonawanda Castle,716-743-8544,"Rentals included, Valet parking",700,69 Delaware Street
https://www.wedding-spot.com/venue/5480/the-roycroft-inn/,The Roycroft Inn,716-652-5552,"Rentals included, Valet parking",160,40 South Grove Street
https://www.wedding-spot.com/venue/13425/klocs-grove/,Kloc's Grove,716-674-5944,"Indoor and outdoor spaces, Valet parking",320,1245 Seneca Creek Road
https://www.wedding-spot.com/venue/2569/oak-mountain/,Oak Mountain,518-548-3606,"Indoor and outdoor spaces, Rentals included, Valet parking",200,141 Novosel Way
https://www.wedding-spot.com/venue/12181/frank-lloyd-wrights-fontana-boathouse/,Frank Lloyd Wright's Fontana Boathouse,716-435-4808,"Indoor and outdoor spaces, BYO, Valet parking",80,1 Rotary Row
https://www.wedding-spot.com/venue/10050/spillian/,Spillian,845-807-4803,Indoor and outdoor spaces,125,50 Fleischmanns Heights Road
https://www.wedding-spot.com/venue/2519/red-maple-vineyard/,Red Maple Vineyard,845-384-3057,"Award winner, Indoor and outdoor spaces, Rentals included",300,103 Burroughs Drive
https://www.wedding-spot.com/venue/5594/the-mouzon-house/,The Mouzon House,518-226-0014,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Valet parking",130,1 York Street
https://www.wedding-spot.com/venue/5539/lincklaen-house/,Lincklaen House,315-655-3461,"Rentals included, Valet parking",140,79 Albany Street
https://www.wedding-spot.com/venue/341/navy-beach/,Navy Beach,,"Indoor and outdoor spaces, Rentals included, Valet parking",180,16 Navy Road
https://www.wedding-spot.com/venue/1987/bartow-pell-mansion-museum/,Bartow-Pell Mansion Museum,718-885-1461,"Indoor and outdoor spaces, BYO, Valet parking",125,895 Shore Road
https://www.wedding-spot.com/venue/10921/bronxville-womens-club-inc/,"Bronxville Women's Club, Inc.",347-408-6114,BYO,160,135 Midland Avenue
https://www.wedding-spot.com/venue/9258/cromwell-manor-inn/,Cromwell Manor Inn,845-534-7136,"Indoor and outdoor spaces, Valet parking",150,174 Angola Road
https://www.wedding-spot.com/venue/5223/southwood-property/,Southwood Property,,"BYO, Valet parking",150,Private Estate
https://www.wedding-spot.com/venue/11217/singer-castle-on-dark-island/,Singer Castle on Dark Island,315-486-3275,"Indoor and outdoor spaces, BYO, Valet parking",125,1 Dark Island
https://www.wedding-spot.com/venue/5254/cragsmoor-stone-church-chapel-of-the-holy-name/,Cragsmoor Stone Church - Chapel of the Holy Name,,"Indoor and outdoor spaces, Valet parking",200,280 Henry Road
https://www.wedding-spot.com/venue/9336/the-montauk-beach-house/,The Montauk Beach House,631-668-2112,Valet parking,200,55 South Elmwood Avenue
https://www.wedding-spot.com/venue/9297/the-pavilion-on-the-hudson/,The Pavilion on the Hudson,845-471-0589 ext. 14,BYO,250,75 North Water Street
https://www.wedding-spot.com/venue/11644/queens-botanical-garden/,Queens Botanical Garden,718-886-3800,"Indoor and outdoor spaces, BYO, Valet parking",200,43-50 Main Street
https://www.wedding-spot.com/venue/14564/cherry-island-weddings/,Cherry Island Weddings,315-439-1236,"Indoor and outdoor spaces, BYO, Upgraded rentals included",200,Private Estate
https://www.wedding-spot.com/venue/5160/holiday-inn-oneonta-cooperstown-area/,Holiday Inn Oneonta-Cooperstown Area,,"Indoor and outdoor spaces, Valet parking",400,5206 NY-23
https://www.wedding-spot.com/venue/12887/tioga-downs-casino/,Tioga Downs Casino,607-699-7685,"Indoor and outdoor spaces, Rentals included, Valet parking",375,2384 West River Road
https://www.wedding-spot.com/venue/12393/ramada-queensbury-lake-george/,Ramada Queensbury-Lake George,518-793-7701 ext. 171,"Indoor and outdoor spaces, BYO, Valet parking",300,1 Abbey Lane
https://www.wedding-spot.com/venue/9155/timber-lake-west-camp/,Timber Lake West Camp,516-656-4236,"Indoor and outdoor spaces, BYO, Valet parking",500,76 Timber Lake Road
https://www.wedding-spot.com/venue/13610/cornells-in-little-italy/,Cornells In Little Italy,518-370-3825,"Upgraded rentals included, Valet parking",65,39 North Jay Street
https://www.wedding-spot.com/venue/13811/the-smithfield-church/,The Smithfield Church,845-878-7249,"BYO, Valet parking",190,656 Smithfield Valley Road
https://www.wedding-spot.com/venue/1677/wolf-oak-acres/,Wolf Oak Acres,315-762-3090,"Accommodation offered, Indoor and outdoor spaces, Upgraded rentals included",1000,6470 Creek Road
https://www.wedding-spot.com/venue/3292/salsa-con-fuego/,Salsa Con Fuego,718-274-7474,"Rentals included, Valet parking",280,2297 Cedar Avenue
https://www.wedding-spot.com/venue/10244/henry-hill-farm/,Henry Hill Farm,518-231-8953,"Indoor and outdoor spaces, BYO",220,407 Enders Avenue
https://www.wedding-spot.com/venue/5073/hilton-westchester/,Hilton Westchester,914-939-6300,"Indoor and outdoor spaces, Rentals included, Valet parking",750,699 Westchester Avenue
https://www.wedding-spot.com/venue/12694/owls-hoot-barn/,Owl's Hoot Barn,518-755-1706,"Indoor and outdoor spaces, BYO, Upgraded rentals included",180,386 Bronck Mill Road
https://www.wedding-spot.com/venue/1727/caramoor-center-for-music-and-the-arts/,Caramoor Center for Music and the Arts,212-337-6089,Valet parking,800,149 Girdle Ridge Road
https://www.wedding-spot.com/venue/9486/the-social-room/,The Social Room,914-576-3700 ext. 242,Valet parking,250,1 Radisson Plaza
https://www.wedding-spot.com/venue/342/sonesta-white-plains-downtown/,Sonesta White Plains Downtown,914-821-1372,"Rentals included, Valet parking",350,66 Hale Avenue
https://www.wedding-spot.com/venue/2644/beaverkill-valley-inn/,Beaverkill Valley Inn,845-439-4844,Indoor and outdoor spaces,150,7 Barnhart Road
https://www.wedding-spot.com/venue/9544/the-pridwin-hotel-cottages/,The Pridwin Hotel & Cottages,631-749-0476,"Indoor and outdoor spaces, Rentals included, Valet parking",220,81 Shore Road
https://www.wedding-spot.com/venue/5460/the-oncenter/,The Oncenter,315-435-8051,"Upgraded rentals included, Rentals included",300,800 South State Street
https://www.wedding-spot.com/venue/11253/barnes-hiscock-mansion/,Barnes Hiscock Mansion,315-422-2445,"Indoor and outdoor spaces, BYO",150,930 James Street
https://www.wedding-spot.com/venue/2627/the-links-at-union-vale/,The Links at Union Vale,845-223-1002,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",175,153 North Parliman Road
https://www.wedding-spot.com/venue/2750/southampton-inn/,Southampton Inn,631-283-6500,"Indoor and outdoor spaces, Rentals included, Valet parking",400,91 Hill Street
